Zone Timestep,THERMAL ZONE 1:Zone Mean Air Temperature[C],THERMAL ZONE 2:Zone Mean Air Temperature[C],THERMAL ZONE 3:Zone Mean Air Temperature[C]
2006-Jan-03 03:40:00,21.918848360997806,21.567267982114284,21.447066281777808
2006-Jan-03 03:50:00,21.846957437762292,21.474402555613914,21.377769866913653
2006-Jan-03 04:00:00,21.77496547913891,21.381224071936238,21.308037321668753
2006-Jan-03 04:10:00,21.70293906755878,21.287843774248227,21.23927945200968
2006-Jan-03 04:20:00,21.630940881083024,21.19436268531804,21.171459727042002
2006-Jan-03 04:30:00,21.559030166213564,21.10087358284453,21.103982437980893
2006-Jan-03 04:40:00,21.48726432969978,21.007464631697715,21.036572865944155
2006-Jan-03 04:50:00,21.415700898562473,20.914222354306737,20.96864356314969
2006-Jan-03 05:00:00,21.34439848543314,20.821232649500068,20.900280570772207
2006-Jan-03 05:10:00,21.273417165608844,20.728581028553243,20.832702491151924
2006-Jan-03 05:20:00,21.20281536944111,20.636348551336596,20.76600465529551
2006-Jan-03 05:30:00,21.132649540728004,20.544611401132936,20.699767890583768
2006-Jan-03 05:40:00,21.062974518656628,20.453441215832658,20.63373560219644
2006-Jan-03 05:50:00,20.993843924502478,20.362905183210547,20.56792495398108
2006-Jan-03 06:00:00,20.925310638406888,20.273065952542673,20.502460260199317
2006-Jan-03 06:10:00,20.857429952822127,20.183984454858088,20.438707615695666
2006-Jan-03 06:20:00,20.790256390172473,20.095713689151676,20.37675789543615
2006-Jan-03 06:30:00,20.72385065468308,20.00830395851239,20.31597807574634
2006-Jan-03 06:40:00,20.658292236522094,19.92181103358313,20.255873106283445
2006-Jan-03 06:50:00,20.593699687717315,19.836301929790817,20.196345791556805
2006-Jan-03 07:00:00,20.5302875245303,19.751855725370316,20.137514610936872
2006-Jan-03 07:10:00,20.468465117813565,19.668560091475584,20.08053974903436
2006-Jan-03 07:20:00,20.406837829606484,19.58650603757607,20.0764106578574
2006-Jan-03 07:30:00,20.345113291582685,19.505787843538947,20.097938282152384
2006-Jan-03 07:40:00,20.283788134796502,19.426526910537024,20.121847846999678
2006-Jan-03 07:50:00,20.22337323938027,19.348915976386365,20.135410786604364
2006-Jan-03 08:00:00,20.16417213619614,19.273244639296696,20.13995412887585
2006-Jan-03 08:10:00,20.10643164577061,19.199887595058893,20.140957128238952
2006-Jan-03 08:20:00,20.05047360035207,19.129271899866048,20.140700276495764
2006-Jan-03 08:30:00,19.99669646348934,19.061844909349208,20.138561393908763
